T,nH,SFR,old,values
7.555,-4.559,2.267,11.954,-28.29038240331759
5.35,-6.287000000000001,0.765,10.021,-33.8111558534531
2.319,-2.08,-1.595,11.227,-28.337176085055646
4.766,2.7060000000000004,-4.414,7.247000000000001,-16.174028921799763
7.093999999999999,2.47,1.821,10.704,-17.615306166481787
4.37,2.6889999999999996,0.973,7.593999999999999,-16.966817586270803
8.368,-6.477,-3.699,11.717,-30.17770766739694
2.315,-0.813,-0.396,7.905,-25.197910742118268
7.782,3.32,-5.03,11.37,-15.929666544146937
2.323,-1.067,-1.3730000000000002,6.455,-25.66966741077702
2.3369999999999997,-1.1159999999999999,-0.5820000000000001,7.445,-25.803243668942013
7.216,-4.416,-3.536,9.196,-31.269952933614537
5.077,1.15,-4.577,10.862,-19.015009386387664
6.077999999999999,-0.86,-4.207,9.583,-23.57973061592177
5.982,3.04,-3.344,9.251,-15.77139434964491
4.25,3.1839999999999997,-2.7939999999999996,9.73,-15.466545710329175
5.439,2.952,-1.659,9.329,-15.41437009780278
4.247,3.162,-4.362,6.047000000000001,-15.514108295342586
3.9160000000000004,3.2889999999999997,2.839,10.616,-16.874161036004995
4.909,2.839,-4.522,11.965,-15.661423992250194
3.9739999999999998,3.1069999999999998,-3.325,9.901,-17.622020240578347
2.5980000000000003,-3.235,-3.4,11.81,-30.03778698163961
3.966,2.47,-4.524,6.403,-19.624903624904608
4.113,-4.78,-1.245,9.013,-33.222972128684795
4.633,2.525,2.9819999999999998,10.151,-16.91214762483683
4.184,3.573,-4.438,9.036,-15.030514196089625
4.0169999999999995,2.998,-4.739,9.521,-17.732781323379882
4.088,3.219,-1.203,8.823,-16.38741744834617
6.169,3.842,2.506,10.982999999999999,-14.198486529577208
4.433,-0.1,-4.77,7.644,-22.152174487295913
5.86,2.177,-1.535,11.618,-17.479595079709767
4.279,3.028,-2.8360000000000003,6.039,-15.76763928764643
4.899,2.638,2.229,6.27,-16.123233862371766
4.252,3.555,-3.85,6.172999999999999,-14.724113039698775
2.106,-5.22,-0.7809999999999999,6.098,-35.80005294207478
4.133,4.024,-3.198,9.672,-14.803436964851947
4.218,3.688,-4.164,9.783999999999999,-14.55307468875725
6.211,3.931,2.59,10.857000000000001,-14.057788496653664
4.203,3.673,-4.0969999999999995,7.013,-14.671090595128813
4.189,3.2060000000000004,-2.003,6.621,-15.69988298171013
4.229,3.1910000000000003,-2.717,9.725,-15.500436626465596
4.181,3.965,-2.7569999999999997,6.535,-14.279931701162493
4.245,0.35200000000000004,-4.2780000000000005,6.391,-21.151459893170227
3.838,2.694,-3.64,10.033,-18.59111585679916
4.194,3.1239999999999997,-4.146,9.687999999999999,-15.826901182233772
6.654,2.478,-4.337,6.296,-17.553633726319642
3.935,3.537,-0.56,7.082999999999999,-16.492683959923585
4.127,1.176,-4.876,6.944,-20.455882324830643
4.484,3.9139999999999997,0.22699999999999998,6.404,-14.158684336673401
4.224,3.116,-2.958,6.289,-15.668552457122205
4.276,3.7,-1.239,8.988,-14.432844188654279
5.202000000000001,-4.104,-4.36,11.58,-29.77554463566443
4.078,2.327,-4.144,6.013999999999999,-18.9036462400067
4.402,1.64,-1.054,8.682,-18.740382233185667
4.245,2.49,-4.3660000000000005,9.777000000000001,-16.859429111367053
3.955,1.328,-4.691,6.117000000000001,-21.46457928194383
4.22,3.063,-1.6119999999999999,7.728,-15.805652192719906
4.141,3.853,-3.7030000000000003,8.396,-15.05226737463794
4.3180000000000005,2.892,-0.3,6.199,-16.19203224604465
3.9389999999999996,2.265,-5.013999999999999,7.5,-20.041660727553143
4.038,3.429,-3.575,7.0889999999999995,-17.323562471027234
4.145,2.491,-3.8089999999999997,8.408999999999999,-17.641132802333093
4.235,2.5069999999999997,-4.891,6.211,-16.846673038509092
4.09,3.972,-3.022,6.627000000000001,-15.657340495860883
4.051,3.127,-4.789,6.78,-18.108685600617854
2.0669999999999997,-4.645,-4.753,9.052999999999999,-34.21591788239714
4.224,3.68,-4.631,7.14,-14.543330370576243
4.0760000000000005,3.903,-3.5839999999999996,9.949,-15.669789215428471
4.197,0.34,-4.042,7.193,-21.373803394543053
4.067,3.7439999999999998,-4.276,8.615,-16.505455829307348
4.2,3.6719999999999997,-4.843999999999999,7.176,-14.694691632135855
4.048,2.004,-4.4110000000000005,8.058,-19.60881780373863
4.172,3.293,-0.532,6.193,-15.682208183946926
4.178999999999999,3.014,-4.237,6.744,-16.199063081428484
4.255,3.103,-3.5439999999999996,10.185,-15.621965677542667
4.208,3.11,-4.499,9.195,-15.759925240431178
5.356,-1.681,-3.344,6.189,-24.63942551860337
3.95,2.877,-3.2089999999999996,7.212999999999999,-18.49265695240006
4.242,2.6,-0.322,6.193,-17.05329234275263
4.152,3.509,-3.503,10.016,-15.486076911675505
3.7089999999999996,3.523,-4.853,9.356,-17.84145658955933
3.803,3.1510000000000002,-1.915,6.202000000000001,-17.884589209866082
4.234,3.17,-4.934,7.667999999999999,-15.52627952258017
4.148,2.5469999999999997,-1.9240000000000002,7.2,-17.289155187443036
4.2589999999999995,2.843,-3.858,8.237,-16.137498911915916
4.053,0.757,-4.727,7.279,-21.757483417634397
3.9930000000000003,2.02,-4.919,8.002,-20.016797841832933
5.221,-1.1159999999999999,-2.084,6.606,-23.53128352848453
4.322,2.044,-4.725,8.369,-17.772576104066335
4.218,3.431,-4.465,7.8629999999999995,-15.06598155783099
4.229,2.292,-4.8839999999999995,6.725,-17.294478386577328
4.093,2.995,-4.177,6.4910000000000005,-17.587522652334766
3.88,1.84,-4.902,6.041,-20.951519352526496
3.964,3.1510000000000002,-4.869,6.462999999999999,-18.728530141384255
4.129,3.457,-4.0889999999999995,7.192,-16.05120084039623
4.293,3.8480000000000003,-4.136,6.931,-14.143996546002779
4.207,3.282,-4.743,6.2989999999999995,-15.424223484570465
5.556,-2.784,-3.799,8.505,-27.172107562227172
3.4330000000000003,1.3259999999999998,-0.34299999999999997,10.57,-20.85592419380145
4.192,3.8369999999999997,-3.338,11.41,-14.395363613701374
3.93,3.22,-2.262,8.107999999999999,-17.626113768210843
4.067,3.5189999999999997,-4.279,8.623,-16.86786843983466
4.258,1.8159999999999998,-3.445,9.934,-18.221111075842323
4.12,3.892,-4.106,9.201,-15.312105564810164
4.218,3.1260000000000003,-2.991,10.027999999999999,-15.672436739812722
4.1160000000000005,3.52,-2.832,8.87,-16.01234713943126
3.9539999999999997,3.5410000000000004,-4.7860000000000005,9.027999999999999,-17.462747745749294
4.197,1.085,-4.309,7.132999999999999,-19.877161805910735
4.058,3.908,-2.9160000000000004,6.769,-16.116741822703695
4.01,3.6189999999999998,-4.774,8.057,-17.4840731967758
4.181,3.8510000000000004,-4.54,8.505,-14.50834420628122
4.266,0.823,-4.649,9.017999999999999,-20.2033285510873
4.263999999999999,3.319,-2.8569999999999998,8.687999999999999,-15.186245595114336
4.238,0.917,-3.142,6.535,-20.081948683312124
4.106,3.6830000000000003,-2.82,10.452,-15.558697713306833
4.3839999999999995,3.891,-1.831,10.408,-14.167108055240211
4.239,3.48,-4.768,10.156,-14.895205713513722
4.043,3.688,-3.03,8.333,-16.619354680809074
4.2860000000000005,2.149,-4.979,6.246,-17.52539042578529
4.296,1.945,-3.8789999999999996,8.834,-17.939982457468396
4.208,2.551,-3.525,10.684000000000001,-16.900975784389107
4.112,2.024,-3.972,8.302,-18.885822859755553
4.162,3.8569999999999998,-2.242,8.963,-14.705423560798378
4.207,3.525,-2.639,8.648,-14.939339926025985
4.285,1.571,-4.96,8.933,-18.677925494226216
4.2,3.3339999999999996,-3.648,9.967,-15.362440228638793
4.9319999999999995,3.8560000000000003,-4.968,6.171,-13.606459892652035
4.021,2.6239999999999997,-2.842,6.119,-18.364868254752825
4.32,2.7880000000000003,-4.817,7.751,-16.28514236520333
4.138,3.653,-4.186,7.261,-15.50535848971796
4.263999999999999,3.7460000000000004,-0.32799999999999996,8.25,-14.384218230620975
4.039,3.688,-3.531,9.899,-16.342819807493214
4.335,3.7689999999999997,-4.84,8.195,-14.35259746751147
4.324,3.431,-2.467,9.07,-15.00960786081482
4.175,3.96,-4.46,8.585,-14.357397002458171
5.5520000000000005,-3.677,-4.505,8.849,-28.96677735332975
4.33,3.219,-2.319,8.841000000000001,-15.439388069907006
4.231,2.131,-4.925,6.147,-17.60961251968272
3.863,3.866,-4.936,7.957000000000001,-17.63163872412785
4.018,3.285,-3.0460000000000003,8.94,-17.360513510731412
3.4189999999999996,-1.814,1.651,5.9910000000000005,-26.84853821287567
4.244,3.773,-1.001,8.981,-14.314858629382249
4.18,3.753,-2.645,9.151,-14.710032208313267
4.718,0.54,-4.2139999999999995,7.444,-20.588818175817746
4.322,2.67,-3.272,10.475999999999999,-16.51646975695682
3.9589999999999996,3.5410000000000004,-3.9219999999999997,7.1739999999999995,-17.78233184871372
4.0489999999999995,2.404,-1.784,7.132999999999999,-18.217849991534003
2.497,3.2739999999999996,-3.509,11.537,-18.450726921281397
4.872,0.865,-0.575,9.943999999999999,-19.665063967309326
2.7239999999999998,3.033,-3.464,11.662,-18.490139140070845
5.371,3.3819999999999997,-3.023,9.519,-14.512663620066109
4.248,3.6710000000000003,-4.133,9.748,-14.498037468436825
4.148,3.634,-4.84,7.182,-15.379395534610277
4.111000000000001,3.36,-3.6289999999999996,9.906,-16.225614437353162
4.071000000000001,3.841,-3.576,9.855,-15.851089006890644
6.48,-2.096,1.032,11.821,-26.74040612111405
4.277,3.721,-0.9,9.044,-14.397093959062865
4.062,2.7230000000000003,-2.495,9.402000000000001,-17.71719668570827
4.2219999999999995,2.841,-4.058,8.88,-16.224644451709448
4.129,3.784,-4.857,8.378,-15.400914229624686
5.093,0.961,-1.3869999999999998,6.51,-19.39677982199173
4.293,2.592,-4.013999999999999,7.767,-16.646083769079638
3.7680000000000002,3.958,-4.921,9.289,-17.149586594358098
4.103,3.9389999999999996,-2.198,6.364,-15.314509060511524
4.288,3.391,-1.9569999999999999,6.392,-15.050683195223154
4.005,3.891,-4.141,6.148,-17.151275275550585
7.295,2.381,2.562,12.001,-17.90514470991632
3.803,-0.03,-4.753,6.303,-23.919265313646854
1.965,-7.496,-1.023,8.725,-39.84636803499778
4.143,3.115,-1.972,9.24,-16.269686175401894
4.191,2.184,-2.41,10.623,-17.786190155358497
4.15,3.6630000000000003,-3.907,7.898,-15.288074726367118
4.007,3.582,-3.1830000000000003,6.146,-17.144075207741167
4.055,2.591,-4.368,6.879,-18.783754902294177
3.972,-3.188,-0.308,6.14,-29.674012533785557
4.218999999999999,3.865,-3.252,6.224,-14.196119721742036
4.216,3.3,-0.41700000000000004,10.088,-15.469326551559618
4.162,2.479,-4.4,8.289,-17.46135087438983
3.923,3.312,-4.243,6.787999999999999,-18.378699058276187
5.313,-2.541,2.025,10.745999999999999,-28.35807002047731
6.836,-1.6119999999999999,-4.587,10.698,-25.749653199559173
3.929,3.177,-2.412,9.347000000000001,-17.700623466939653
4.157,2.435,-3.985,6.068,-17.620658217001022
3.5869999999999997,3.033,1.423,9.86,-17.758553139654353
4.106,3.217,-4.89,6.968,-16.978686634515306
4.285,1.514,-5.016,7.135,-18.79382200248
4.2010000000000005,1.091,-3.7769999999999997,6.35,-19.837674610809323
4.034,2.8110000000000004,-3.136,7.95,-18.096145242739702
3.932,3.466,-3.574,7.752999999999999,-17.81366533674705
4.283,3.345,-3.6839999999999997,6.281000000000001,-15.137397595111091
4.155,3.301,-4.171,8.121,-15.932705913684025
4.053999999999999,3.7439999999999998,-2.046,6.4479999999999995,-16.042574704653205
4.23,4.029,-4.154,7.051,-13.826172964346421
4.676,1.965,-3.075,9.557,-17.810762419833168
4.013,3.9189999999999996,-3.9539999999999997,7.449,-16.94077748747031
4.17,3.693,-4.816,11.054,-14.850226822440336
3.985,0.6920000000000001,-3.557,9.097999999999999,-21.80079352083834
4.476,0.925,-4.91,8.495,-20.09896691770828
3.995,3.322,-4.869,8.362,-17.89949160549804
4.167,2.333,-4.966,6.224,-17.70092873997259
3.286,-4.1739999999999995,1.798,6.0089999999999995,-32.617370691603085
3.9389999999999996,-1.6440000000000001,0.542,7.777,-26.502738533893147
4.218999999999999,3.0210000000000004,-3.633,8.255,-15.879130059820811
4.218,2.9210000000000003,-4.959,8.085,-16.083267139726786
4.061,3.025,-4.754,6.314,-18.14970918637661
4.044,3.5069999999999997,-3.1069999999999998,8.224,-16.92416117402531
4.138,2.949,-4.475,8.119,-16.893741090132593
5.8870000000000005,1.831,-0.6990000000000001,6.037000000000001,-18.18192593798557
4.078,3.7439999999999998,-4.0,7.01,-16.463934205487995
4.217,3.6260000000000003,-0.337,6.852,-14.762431129801802
4.352,-1.499,-4.373,11.96,-26.01907444818946
5.978,-5.322,-4.164,8.506,-32.57449838541653
5.505,-0.044000000000000004,1.015,11.398,-21.598048324015174
6.625,2.463,-2.209,6.922000000000001,-17.57225430065028
4.255,2.457,-4.008,8.044,-16.911261634726007
4.188,2.972,-4.46,8.606,-16.190191226625444
4.217,2.164,-2.911,9.357000000000001,-17.602894638250913
4.387,3.984,-3.536,10.071,-13.985899678480383
4.35,2.8819999999999997,-3.8489999999999998,10.478,-16.12904625854238
3.9410000000000003,3.495,-4.132,6.207999999999999,-18.018240268856108
4.072,3.1860000000000004,-4.322,6.12,-17.613893592863928
4.216,3.028,-2.841,8.871,-15.87995280564696
4.192,3.27,-4.702,6.127999999999999,-15.561109722183161
4.039,2.95,-4.553,6.085,-18.463025137426413
4.01,3.6630000000000003,-4.886,7.295,-17.646545416193963
3.807,3.805,-1.84,9.98,-16.8203907662738
4.255,1.49,-4.091,8.885,-18.846612020668193
4.341,0.961,-3.735,6.667999999999999,-19.963091777079786
4.146,3.5660000000000003,-4.985,6.867999999999999,-15.54703351981277
4.168,3.283,-3.9989999999999997,6.803999999999999,-15.791935051852604
2.9,-2.15,1.419,6.145,-27.72822807196437
4.098,3.9139999999999997,-4.165,9.891,-15.445353383793636
3.128,3.68,-0.84,11.687000000000001,-17.272735348124467
4.168,3.722,-1.755,9.747,-14.866365301941073
3.853,3.2119999999999997,-3.8139999999999996,9.169,-18.130416292286576
3.951,3.6210000000000004,-4.593,8.718,-17.49161843774838
3.614,3.0460000000000003,-4.823,11.911,-17.781569536380772
6.472,-3.592,-2.246,11.284,-29.285469069333896
4.188,2.944,-4.453,8.448,-16.246478221547704
4.138999999999999,1.9509999999999998,-3.569,6.013,-18.719831534789208
4.204,2.9939999999999998,-1.462,6.729,-16.028636002140445
3.787,3.1439999999999997,-0.8490000000000001,10.667,-17.514122482640882
3.96,2.7460000000000004,-5.024,8.63,-18.812507481019573
3.9389999999999996,3.113,-4.832,10.344000000000001,-17.58370906565516
4.236000000000001,3.9410000000000003,-4.232,8.939,-13.984095622104444
4.093,2.988,-4.8580000000000005,6.356,-17.684428465385547
4.016,3.737,-3.5860000000000003,6.055,-17.04389883272819
4.143,1.275,-3.3960000000000004,8.455,-19.86179206733184
3.988,1.849,-4.968,7.061,-20.55284196865778
4.2589999999999995,2.502,-4.303999999999999,6.245,-16.818127840989668
4.11,3.324,-4.739,6.482,-16.68718817378791
4.359,3.7039999999999997,-2.0909999999999997,6.7,-14.512310265058332
7.757999999999999,2.0269999999999997,-2.576,10.626,-18.525128416772308
4.175,2.6639999999999997,-3.986,9.616,-16.892315280344153
4.1819999999999995,4.022,-2.783,6.294,-14.156119690154009
4.229,2.7119999999999997,-3.5069999999999997,6.236000000000001,-16.4561305356632
6.62,0.287,-1.815,8.855,-21.922051001493973
4.154,3.77,-4.711,8.65,-15.013456666180133
4.099,3.333,-2.696,6.246,-16.530457789228315
7.414,1.229,1.3869999999999998,9.397,-20.216132137202624
1.791,-4.355,1.091,11.448,-34.08860266293739
4.697,-2.5580000000000003,-2.519,11.785,-27.287190413172407
5.104,-3.3739999999999997,-3.423,9.446,-28.241474150531122
1.9169999999999998,-3.714,0.47,10.135,-32.918724720470664
5.4639999999999995,-1.026,2.8289999999999997,11.220999999999998,-24.88914104326813
5.7829999999999995,-2.853,1.933,7.442,-28.599963076485892
3.8289999999999997,-3.057,-4.141,6.662000000000001,-29.49175316954877
4.694,0.34700000000000003,-3.6639999999999997,9.271,-21.020119430603884
5.816,-2.062,-4.856,11.693,-25.93103533405555
4.36,-3.513,-2.6,9.975,-30.04109703127477
5.142,-3.239,-1.205,8.481,-28.143156359894142
5.24,1.7309999999999999,-1.921,11.963,-17.831826737829765
4.944,3.957,-2.9219999999999997,6.88,-13.39698561026558
4.1080000000000005,-2.8489999999999998,-2.28,9.952,-28.912218582190462
2.911,3.5380000000000003,-4.417,10.932,-17.87523501593729
6.37,3.636,1.972,11.559000000000001,-14.93278031102586
6.683,-3.028,-3.28,11.629000000000001,-28.245055683098172
2.6430000000000002,-0.040999999999999995,2.655,8.635,-23.624702261782666
4.148,2.7769999999999997,-2.5380000000000003,9.561,-16.897497690814546
6.319,-0.855,0.381,6.761,-23.84043280676638
2.506,2.971,-0.129,6.204,-18.723331438154727
6.061,-3.575,-2.188,6.095,-29.015481687671386
2.046,3.535,2.964,7.027,-18.319963790489076
4.8580000000000005,-0.242,-2.737,10.046,-21.93033190308841
4.947,-3.16,-2.501,6.754,-27.825387858109284
3.7739999999999996,4.0489999999999995,-2.946,11.234000000000002,-16.235614619481357
2.416,4.1530000000000005,-2.468,11.937000000000001,-17.34483274129016
4.132,2.745,-2.489,9.58,-17.090101804515474
4.716,3.78,2.845,6.292999999999999,-14.158959796993194
4.048,3.0069999999999997,-2.15,6.21,-17.300500479335383
3.887,2.6319999999999997,-1.486,11.97,-18.134167874574228
4.13,-0.062,-4.565,7.619,-22.60176477144366
5.369,1.845,0.9309999999999999,9.399,-17.586951830682125
4.13,1.557,2.254,11.011,-19.99029421160948
4.019,3.102,-3.6460000000000004,6.255,-18.002447619258795
4.207,2.2969999999999997,-4.82,6.45,-17.390512310146715
4.163,3.015,-4.838,8.277999999999999,-16.389552778557878
4.8260000000000005,3.5410000000000004,2.5869999999999997,8.859,-14.410910908074264
4.706,3.986,-2.947,6.169,-13.749897294935375
4.221,3.8280000000000003,-2.634,7.8229999999999995,-14.26106096879652
4.5360000000000005,3.583,-4.695,10.064,-14.781937382173624
3.9989999999999997,2.076,-4.309,6.085,-19.97674754036629
4.261,3.3160000000000003,-2.5860000000000003,6.077000000000001,-15.193867529572971
5.606,1.963,-2.377,6.18,-17.754191323212513
4.2410000000000005,0.02,-3.108,7.707999999999999,-22.127913686359744
4.113,1.943,-3.838,7.047999999999999,-19.068171052556824
4.177,2.355,-4.883,6.257000000000001,-17.53689871527795
4.253,1.6369999999999998,-4.899,7.506,-18.551757587365557
4.0489999999999995,3.033,-3.537,6.265,-17.82501034959267
4.257,0.584,-4.041,6.676,-20.66942390391227
4.4110000000000005,2.938,-4.959,7.712999999999999,-16.078089933427464
4.039,3.69,-1.7209999999999999,9.73,-16.085482313789626
5.305,3.8360000000000003,-1.751,11.157,-13.613144470815275
4.162,3.847,-2.675,6.434,-14.739356293264976
4.117,2.677,-4.9030000000000005,9.065,-17.57218942732401
4.126,2.135,-2.908,6.247999999999999,-18.375233332778595
4.145,3.656,-1.4240000000000002,10.985,-15.109562213396073
4.425,3.9130000000000003,-4.788,6.64,-14.149985145008676
3.925,3.2910000000000004,-3.452,9.346,-17.746855919429027
3.8960000000000004,1.715,-4.047,7.277,-20.77044613601886
4.154,3.8089999999999997,-3.34,10.189,-14.878735694770418
4.086,1.1440000000000001,-4.338,7.228,-20.785341561120077
4.178999999999999,0.7879999999999999,-4.227,7.365,-20.594107486194943
6.186,2.8169999999999997,-0.07400000000000001,8.701,-16.260372284555757
4.039,3.822,-3.713,9.519,-16.300717416152136
4.178,1.761,-4.961,6.4639999999999995,-18.71067866242853
4.056,2.603,-5.012,8.857000000000001,-18.34745391549001
4.227,2.063,-3.718,6.4079999999999995,-17.76030020331334
4.211,2.775,-4.758,6.4510000000000005,-16.41163864161544
4.031000000000001,2.116,-4.821000000000001,8.56,-19.414065752928433
4.119,2.229,-4.782,6.734,-18.642656042903468
4.251,3.389,-1.469,9.125,-15.066214174056105
4.181,3.792,-4.148,7.737,-14.626150491911352
5.577999999999999,-1.032,-2.86,11.872,-23.717672500761477
4.0489999999999995,2.77,-4.824,8.788,-18.170728398322137
3.917,3.69,-3.096,7.391,-17.32862348482479
4.044,2.665,-4.204,8.154,-18.55783391421528
4.024,2.149,-4.355,7.848,-19.601851579991372
4.087,3.5639999999999996,-0.573,6.831,-15.680415126889894
3.94,1.794,-4.92,9.037,-20.1627272974977
6.749,3.528,0.622,9.652999999999999,-15.472589234707339
4.463,3.702,-1.959,6.931,-14.573781620167422
4.928,-0.43,-2.6919999999999997,9.787,-22.21114606983799
4.939,3.54,-2.373,9.726,-14.232317361070649
4.543,3.7439999999999998,-2.342,8.777999999999999,-14.460434654205232
4.206,3.262,-3.6689999999999996,9.831,-15.466940066715884
4.093,2.71,-4.035,8.945,-17.78696062874904
4.109,0.8320000000000001,-4.613,9.504,-20.982716178439983
5.4270000000000005,-0.799,-1.891,11.952,-22.92653827072016
4.124,3.323,0.017,8.82,-16.016486472705232
4.218999999999999,3.7539999999999996,-3.248,6.24,-14.417379914762886
4.184,1.58,-4.636,6.499,-19.007313960837873
3.931,3.642,-3.253,7.484,-17.426745365745965
4.223,3.7710000000000004,-4.776,8.417,-14.365966319580322
4.077,1.431,-4.7,6.404,-20.53081148525267
4.079,2.748,-4.994,8.995,-17.862772523557094
4.229,3.525,-2.983,6.242000000000001,-14.834162375309873
4.164,2.37,-4.118,6.875,-17.659040590227463
4.091,3.9189999999999996,-3.9389999999999996,9.831,-15.534542789424288
4.319,3.167,-3.3569999999999998,11.269,-15.525652592963224
4.171,3.6060000000000003,-0.44799999999999995,7.706,-15.032311649546688
6.691,-2.095,-2.147,9.756,-26.709097667106253
5.261,-2.126,-2.971,9.024,-25.545917729268908
5.949,-0.21,2.911,10.749,-22.75170787736969
4.418,2.949,-1.151,6.317,-16.059473554299053
4.242,0.29600000000000004,-2.937,7.715,-21.52790207163065
4.218999999999999,3.957,-2.119,10.51,-14.0120880618111
5.321000000000001,3.9360000000000004,-1.64,11.162,-13.411033977291314
4.189,3.799,-4.306,6.999,-14.533058274282364
4.1930000000000005,2.512,-3.9939999999999998,8.249,-17.063174722782033
4.268,3.4789999999999996,-2.713,8.961,-14.866652734413755
4.22,3.8110000000000004,-2.289,6.127999999999999,-14.299659788889473
4.247,1.9780000000000002,-3.6830000000000003,7.986000000000001,-17.87955769312669
3.9560000000000004,3.444,-2.6689999999999996,8.4,-17.36031433875732
4.806,-3.847,-1.9980000000000002,11.555,-29.771060957543455
4.156000000000001,2.888,-1.6669999999999998,7.345,-16.55600207292186
4.189,2.452,-4.376,7.285,-17.220115036807357
4.2139999999999995,3.958,-2.112,7.78,-14.035862989245686
4.128,3.596,-4.688,7.542000000000001,-15.797756962375194
4.246,2.9530000000000003,-1.203,11.03,-16.011905013931404
4.027,3.444,-4.665,10.096,-16.732992630335644
4.276,3.845,-4.319,8.785,-14.138794271897778
4.275,2.4290000000000003,-3.7560000000000002,7.947,-16.961260651895252
4.167,2.242,-4.555,8.127,-17.87021346547966
4.058,2.7969999999999997,-4.912,8.137,-18.30815849454908
3.932,3.1519999999999997,-1.851,7.297000000000001,-17.556252125529095
4.079,3.609,-3.6180000000000003,6.711,-16.599427475640685
4.086,2.64,-4.9510000000000005,6.555,-18.45793431924172
4.235,1.999,-4.575,6.138,-17.861760476534812
4.217,3.425,-4.974,7.6610000000000005,-15.082788670967055
4.11,3.8080000000000003,-4.901,7.52,-15.728065506182235
4.038,3.513,-4.789,6.43,-17.665908311797843
4.218999999999999,2.634,-4.706,7.381,-16.65150042971616
3.8960000000000004,1.031,-0.934,7.587999999999999,-21.30605332201429
4.0489999999999995,3.915,-0.34,7.152,-15.259124356440331
4.188,3.389,-3.139,7.8389999999999995,-15.358704403363689
4.013999999999999,2.5989999999999998,-2.91,8.52,-18.446760399684305
5.21,2.144,-1.629,7.933,-17.01428169905027
4.332,3.447,-1.922,6.247999999999999,-14.98864104629339
4.294,3.763,-3.4210000000000003,11.655,-14.31458074401122
3.9160000000000004,2.109,-4.378,6.016,-20.280801342268152
4.188,1.182,-3.406,7.249,-19.73788128456812
4.155,3.247,-1.385,7.756,-15.854213329825845
4.132,3.616,-4.349,7.895,-15.682814492384566
4.779,2.6189999999999998,1.976,6.957999999999999,-16.359846643851498
4.244,3.659,-4.873,6.62,-14.528517593372335
4.121,3.096,-4.24,6.472,-16.910554141726166
4.159,3.863,-2.892,10.49,-14.687759154855788
3.989,3.824,-2.627,9.33,-16.539839129234235
4.209,3.12,-2.676,9.402000000000001,-15.733580134120894
6.669,2.7039999999999997,-0.192,11.470999999999998,-17.106360279080207
6.452000000000001,-0.953,0.16399999999999998,9.642999999999999,-24.24030949705892
4.102,3.844,-4.216,6.176,-15.817357131857671
3.342,-0.589,2.9139999999999997,8.041,-24.399375550411097
4.093999999999999,2.478,-3.9389999999999996,6.007000000000001,-18.409927607826397
4.038,3.9410000000000003,-3.1460000000000004,6.79,-16.355384183644613
4.112,3.55,-4.417,8.365,-16.169270224571694
3.906,3.778,-3.097,8.455,-17.19236351311001
4.081,2.231,-4.988,6.362,-19.25188953250501
4.353,3.326,-3.2430000000000003,6.065,-15.255973152681928
3.884,3.2880000000000003,-4.532,10.644,-17.355354652860132
4.183,2.184,-4.702,8.217,-17.80840927362079
4.336,3.92,-4.92,8.062000000000001,-14.05418687341266
4.218,2.0580000000000003,-2.213,6.334,-17.84478546050241
4.322,3.5389999999999997,-2.612,9.157,-14.792177200998493
4.228,2.907,0.142,10.036,-16.566886502430282
5.11,-2.3480000000000003,-4.907,10.523,-26.177518086234198
4.109,2.878,-4.898,8.984,-17.33967535611054
4.325,0.47700000000000004,-2.95,7.751,-20.969602699143238
4.204,2.485,-3.9989999999999997,8.272,-17.033811319043867
4.207,2.65,-4.638,7.425,-16.685395526786564
6.635,2.628,-0.198,11.17,-17.246692771209663
2.213,1.766,1.53,6.23,-20.276035623029014
4.375,0.36200000000000004,2.186,11.648,-22.148900717823466
4.0360000000000005,3.597,-4.428,7.3839999999999995,-17.39438254664763
4.19,3.8489999999999998,-4.865,9.339,-14.423198104171087
4.198,1.713,-4.459,6.584,-18.620005959834263
4.329,2.805,-4.912,8.414,-16.262807357295262
4.226,3.9330000000000003,-3.908,7.965,-14.03139098425051
4.333,2.509,-2.1919999999999997,10.664000000000001,-16.856111241890723
4.024,3.0860000000000003,-4.281000000000001,6.847,-18.263635373717488
4.3,1.973,-4.852,7.417999999999999,-17.889006482622005
4.247,1.2590000000000001,-4.266,7.197,-19.317548046368668
4.15,2.9760000000000004,-4.114,6.599,-16.65517561201024
8.172,1.055,3.236,6.042999999999999,-20.240989759361167
4.213,3.392,-1.081,6.849,-15.189754036563453
4.462,0.98,-4.38,8.829,-19.993277307798323
4.188,3.3489999999999998,-3.213,8.793,-15.437647647223196
3.823,1.631,-3.827,7.461,-20.946345441709248
6.449,0.589,2.782,11.527999999999999,-21.213262770716483
4.2219999999999995,3.36,-2.668,6.0,-15.190171038932116
4.327,2.645,-4.07,8.823,-16.579054594078027
4.001,2.502,-4.613,7.225,-19.386010268453916
6.685,3.772,-4.732,9.432,-14.974489327147419
4.4430000000000005,2.616,-0.956,8.845,-16.732077708468882
5.27,3.4939999999999998,-0.7709999999999999,10.85,-14.300587241058919
4.238,1.905,-4.801,7.184,-18.041842412721177
4.4639999999999995,3.523,-3.702,11.671,-14.929149746572426
4.257,3.287,-3.3760000000000003,8.866,-15.25350591865741
4.3,3.935,-3.867,8.369,-13.978066833522561
4.257,3.0610000000000004,-0.775,10.09,-15.792150288869474
5.169,-2.476,-4.715,9.945,-26.338215700650657
4.166,2.907,-3.812,8.836,-16.552919528168992
