T,nH,SFR,old,values
3.864,2.0780000000000003,-1.689,11.036,-19.246485882210802
6.4910000000000005,0.713,-3.6460000000000004,7.502000000000001,-20.955695480824087
5.976,-1.585,-2.29,5.877999999999999,-25.021057510692554
4.758,3.5810000000000004,0.637,8.93,-14.450616590022086
2.971,-0.848,2.825,11.619000000000002,-25.115131033054165
5.27,-1.7209999999999999,-1.605,7.002000000000001,-24.735182176990467
3.438,-4.935,-0.113,7.149,-34.404481733328765
5.033,1.754,-3.013,11.904000000000002,-17.798466326556618
5.856,0.07400000000000001,0.265,11.059000000000001,-21.68436547089997
4.11,0.56,-3.8360000000000003,7.64,-21.512084268640233
4.237,1.148,-4.041,8.871,-19.572481433635645
5.48,1.129,2.677,10.29,-19.268653024454046
3.928,2.14,-4.395,8.798,-19.753599909845715
5.676,-3.4530000000000003,0.722,6.309,-29.95436412892178
3.989,3.1889999999999996,-1.933,8.411,-17.294572511025795
3.946,1.956,-4.189,6.141,-20.345044160983697
5.742999999999999,1.286,3.1210000000000004,7.086,-19.21441393565032
4.9510000000000005,0.37200000000000005,-0.639,6.099,-20.57139551452805
3.035,-7.311,-2.9160000000000004,8.896,-38.84569778031533
2.13,2.821,-4.1819999999999995,11.293,-19.81380675007965
5.082,0.314,1.8,8.097000000000001,-20.868477571086927
4.218,3.72,-4.364,10.122,-14.488812066682774
3.923,1.6769999999999998,-4.335,8.243,-20.675162167687162
4.071000000000001,1.848,-3.839,7.41,-19.60726788261887
5.678999999999999,1.082,-3.5660000000000003,7.244,-19.5559864494132
5.478,0.317,-0.006999999999999999,11.494000000000002,-20.766623096526107
4.1419999999999995,3.167,-1.8519999999999999,6.771,-16.171849441548616
3.925,1.393,-3.094,6.522,-20.822925454089926
3.988,2.445,-4.758,6.407,-19.64648768346115
4.825,-1.761,-3.028,11.924000000000001,-25.473828785727576
3.908,3.072,-1.9780000000000002,7.608,-17.80024482274652
4.354,-2.336,2.384,11.457,-28.681394135944945
4.253,1.314,-3.505,6.494,-19.208000753744525
3.96,2.395,-4.723,6.974,-19.802168306671096
4.226,-0.862,-4.584,7.2620000000000005,-23.79209646961395
4.855,3.5210000000000004,1.99,11.595999999999998,-14.380301584359806
5.7860000000000005,-5.043,-1.229,9.951,-32.688754879121795
8.323,4.027,2.8789999999999996,10.552,-14.266401539038661
5.138,1.2229999999999999,-0.21600000000000003,9.197000000000001,-18.878735694770423
4.093,3.678,-4.0360000000000005,8.943999999999999,-16.166470418241357
3.9789999999999996,2.6069999999999998,-3.9619999999999997,6.261,-19.125060356090763
4.081,3.1889999999999996,-3.8310000000000004,9.947000000000001,-16.773425869710714
3.741,2.181,-1.631,10.864,-19.243736738788694
3.9389999999999996,2.329,-4.083,7.135,-19.739427791876512
4.162,3.304,-2.2319999999999998,8.446,-15.772756218496935
4.18,3.883,-1.455,9.202,-14.428955342970786
4.149,3.516,-3.978,9.192,-15.577607163772626
4.047,-0.07,-4.67,8.177999999999999,-23.100754196552128
4.248,2.301,-2.844,6.382000000000001,-17.236429760852634
4.206,0.091,-4.305,11.228,-22.72294116424489
4.061,3.6489999999999996,-1.774,11.128,-15.768785352037401
5.922000000000001,-3.488,-1.402,8.426,-28.84817065986813
7.409,-0.9640000000000001,1.185,11.689,-24.55152557178784
3.844,2.521,-4.11,6.392,-19.690454996704567
4.437,3.353,-4.064,9.019,-15.260831286018913
4.431,4.087,-2.721,8.804,-13.808576933312194
2.659,-5.945,-0.613,6.397,-36.85798616701564
4.1930000000000005,2.5269999999999997,-4.368,9.142999999999999,-17.025446860138302
4.247,2.862,-3.84,8.187000000000001,-16.112635924402554
4.157,2.9160000000000004,-4.2860000000000005,6.3839999999999995,-16.672457168067478
4.27,3.403,-4.008,8.929,-15.017638298366851
4.152,1.911,-4.195,7.06,-18.714690286909725
4.178,3.844,-1.214,9.05,-14.511195549172035
4.237,1.7009999999999998,-3.7689999999999997,6.2010000000000005,-18.454680510648267
4.181,-1.714,-0.684,6.199,-26.486862338788363
4.065,3.733,-2.436,6.4510000000000005,-16.12489820434813
4.7219999999999995,-4.298,-1.188,11.839,-31.263340610004214
4.0089999999999995,0.9790000000000001,-3.1319999999999997,9.355,-21.146959201575687
3.951,3.662,-0.8029999999999999,6.315,-16.313381603306354
4.274,0.34299999999999997,-4.8260000000000005,7.468999999999999,-21.134008199873726
4.515,1.906,-3.489,9.406,-18.119552283462763
4.095,1.882,-4.962,7.406000000000001,-19.578823998147907
4.337,-0.8140000000000001,2.9389999999999996,7.018,-25.262759635248965
3.7739999999999996,3.9130000000000003,-5.0569999999999995,6.256,-17.774613172611602
4.0760000000000005,3.738,-4.559,8.551,-16.421028607342212
5.34,3.123,2.045,6.242999999999999,-15.033553194529931
4.453,-0.632,1.043,11.718,-24.009261671492467
3.154,-3.2710000000000004,-0.021,9.265,-29.692739357854997
4.723,-3.252,-1.39,7.072,-28.657123521208888
4.272,2.492,-3.1439999999999997,9.911,-16.835498438690433
5.178,-1.5430000000000001,-1.317,11.103,-24.487622492687066
4.329,2.7110000000000003,-4.933,6.7410000000000005,-16.450432766854462
4.961,1.579,-4.397,11.843,-18.16878952312809
3.767,1.8,-2.063,7.289,-20.091107685987662
4.648,-3.412,-1.732,7.956,-29.08633976673316
4.147,3.2489999999999997,-3.838,9.638,-16.078011963609857
3.844,2.955,-1.489,10.544,-17.853996066189133
7.434,-0.19399999999999998,0.301,7.664,-23.059961900812773
4.043,2.947,-2.275,9.402999999999999,-17.43487266894454
4.283,1.983,-3.7710000000000004,9.622,-17.855239039223925
4.998,3.728,2.346,6.772,-13.839471446148243
4.136,1.551,-4.428999999999999,8.559,-19.461828576997185
4.155,3.735,-4.356,10.032,-15.023150434130164
4.121,2.385,-3.612,6.803999999999999,-18.157060173491455
4.178,1.2690000000000001,-0.14800000000000002,11.069,-20.331371840656182
4.243,3.983,-2.713,7.517,-13.885055584287414
4.356,1.079,-4.723,8.748,-19.736813842586294
4.398,-0.779,-4.453,7.452999999999999,-23.50218606659831
5.252999999999999,1.534,0.684,6.19,-18.223284291355416
5.605,-0.385,-1.6159999999999999,6.188,-22.4493314587956
4.175,3.214,-2.805,9.344,-15.825765695058978
3.0380000000000003,-1.3230000000000002,2.573,9.707,-26.196597516024326
5.039,-1.432,-0.22,8.272,-24.355945650409183
3.873,0.335,-2.3369999999999997,10.22,-22.688097868580513
5.42,-4.113,-4.301,11.722999999999999,-29.78550054628912
4.323,3.005,-4.559,6.292000000000001,-15.856391965162404
4.005,-4.013999999999999,-4.941,11.929,-31.28572893266406
5.272,-3.423,1.7,10.148,-29.965171084344163
5.39,-9.293,-5.092,9.448,-38.182196726034434
4.578,-3.4219999999999997,0.304,8.953,-30.370529236967613
6.546,-1.374,1.975,10.408,-25.383282986810364
7.598,-2.935,-2.499,9.285,-28.481104574993306
4.768,3.199,1.35,11.038,-15.195622009854805
5.595,-3.1210000000000004,-1.931,11.597999999999999,-27.977654123730122
5.436,2.198,2.917,9.423,-16.941042821222688
4.2780000000000005,2.1519999999999997,-2.353,6.591,-17.52908993146163
6.4239999999999995,-4.476,-4.529,9.963,-31.176167267240924
5.211,1.889,-3.7739999999999996,11.741,-17.524299762848973
5.261,0.632,-2.8960000000000004,6.526,-20.025437650203365
4.2989999999999995,-3.116,-2.15,11.345999999999998,-29.39109973591115
3.8289999999999997,2.079,-2.79,9.094,-19.750141527582628
4.245,3.2539999999999996,-2.263,10.05,-15.336233134684337
4.154,2.1430000000000002,-4.212,6.18,-18.2417999045514
5.475,1.5090000000000001,1.5190000000000001,8.764,-18.376864468292602
3.7680000000000002,2.668,-1.574,11.075999999999999,-18.356290770748547
5.225,-1.594,-3.259,11.763,-24.59521758103336
4.14,3.532,-4.197,10.094,-15.57154122648442
4.802,-0.843,-4.526,7.394,-23.19771213548737
4.253,3.0860000000000003,-1.5319999999999998,11.713,-15.790109831318743
4.051,-3.13,-1.03,9.388,-29.49020627167438
6.591,-3.886,-4.58,10.104,-30.20502425594887
3.967,3.361,-2.571,9.498,-17.300457104972597
3.7430000000000003,3.641,-4.859,7.886,-18.06978474670209
4.25,2.085,-3.924,6.117999999999999,-17.66052868297072
4.422,1.984,-0.894,6.654,-18.02199762142988
5.195,3.553,2.659,6.452999999999999,-14.202607799220505
3.9410000000000003,2.559,-4.735,6.227,-19.659853449050868
5.388999999999999,-4.853,-3.7260000000000004,6.527,-31.31762023327628
4.231,3.73,2.345,10.957,-15.322329185139566
6.705,-0.22699999999999998,-2.7060000000000004,9.354,-22.97662406186044
4.147,-1.966,-0.179,6.007999999999999,-27.09719782845171
2.9819999999999998,-1.639,-1.994,8.401,-26.632849159116923
4.37,1.643,-2.314,7.169,-18.634886568372426
4.035,1.548,-4.684,6.256,-20.691371567400946
4.127,0.35,1.633,7.272,-22.45179490434926
4.162,2.958,-4.7,7.825,-16.51864337892087
4.0169999999999995,1.057,-4.328,7.612,-21.383934292091304
4.1160000000000005,3.753,-2.801,6.919,-15.611969883540027
4.874,0.41200000000000003,2.254,10.515999999999998,-21.04711073508907
5.289,-3.71,-4.067,8.609,-28.747219761904912
4.199,2.542,-4.53,6.234,-16.956873602032775
3.9610000000000003,3.6710000000000003,-2.524,6.24,-16.949620243738543
3.8939999999999997,0.833,-4.458,8.508,-21.986699213143115
5.886,-1.6880000000000002,0.008,9.147,-25.233542535883444
6.151,-5.872999999999999,-2.145,8.616,-34.314688291450445
4.404,-3.65,-4.664,9.8,-30.220071782538923
5.535,-3.39,-4.413,6.027,-28.340816160519072
3.905,-2.02,-4.813,6.129,-27.34049262824327
4.055,3.716,-4.038,9.152999999999999,-16.483596851552598
4.031000000000001,2.7119999999999997,-4.71,6.44,-18.9466910188759
4.2139999999999995,3.565,-2.126,7.926,-14.819788077651058
4.98,1.959,-3.787,11.779000000000002,-17.384586575592753
4.18,3.505,-1.6269999999999998,9.796,-15.169360014467115
4.748,1.175,-4.039,11.532,-19.286870819248215
4.1610000000000005,3.057,-3.429,10.142999999999999,-16.221646126133273
2.65,-2.85,-2.5269999999999997,11.535,-29.158465345206853
5.351,-2.7119999999999997,-2.162,11.294,-26.835825658083355
4.503,-2.8819999999999997,-1.515,11.495999999999999,-28.444506522593397
3.823,3.44,-3.302,8.943,-17.852601960652347
4.079,2.659,-4.765,6.597,-18.504747139928817
5.18,-0.872,-1.857,7.236000000000001,-23.05830475162785
5.553,-2.285,-3.66,6.417999999999999,-26.16605645565807
2.572,-3.112,0.064,8.167,-29.93681681203243
6.132999999999999,-3.9160000000000004,-1.364,11.812000000000001,-29.52863493458198
2.758,-2.708,1.24,6.345,-29.291069464193388
4.279,3.0,-1.774,8.017999999999999,-15.830237423097087
5.4079999999999995,-3.554,-1.713,6.891,-28.65668989683766
3.93,2.9760000000000004,-2.745,10.079,-17.893877125993345
4.285,-2.623,-4.522,8.398,-27.948693089182026
6.617999999999999,0.691,-1.8259999999999998,8.365,-21.113097736147136
4.253,3.488,-4.9719999999999995,7.597,-14.856485579924447
4.115,2.858,-1.9809999999999999,7.38,-16.97963871735229
4.239,2.639,-4.315,9.164,-16.57285483875701
2.1390000000000002,0.512,-0.494,11.743,-22.704982988118537
3.845,3.4389999999999996,-3.2039999999999997,8.917,-17.798302524260773
3.863,2.165,-4.9239999999999995,7.013999999999999,-20.438183335681046
3.943,2.403,-4.763999999999999,7.495,-19.782016246823567
4.053999999999999,2.557,-4.407,8.948,-18.389116360492988
4.796,1.911,-3.8089999999999997,11.825,-17.71842126497625
4.143,2.8710000000000004,-1.77,8.079,-16.69667432178109
4.666,0.7709999999999999,-4.268,9.423,-20.215546757609825
4.396,2.1430000000000002,-2.38,6.761,-17.65619766683834
4.177,3.208,-2.28,10.035,-15.78550054628912
4.217,3.455,-4.18,10.101,-15.021249018667016
5.9079999999999995,-4.04,0.175,9.323,-31.06514315123489
5.154,0.124,1.925,10.935,-21.27769521312567
3.802,1.548,-4.675,8.662,-20.985353475315968
4.074,1.788,-4.954,6.693,-20.039586307638768
5.006,-2.528,-4.2669999999999995,6.332999999999999,-26.354675998437706
4.8260000000000005,-2.968,-4.553999999999999,6.636,-27.44953926982461
4.123,2.176,-4.952,11.517000000000001,-18.40944794007785
5.13,-2.2230000000000003,-2.4819999999999998,6.627999999999999,-25.778194682003452
4.24,1.6669999999999998,-3.013,9.01,-18.531756085347805
5.271,0.973,-3.077,9.564,-19.342131800953208
4.111000000000001,0.992,-4.398,7.352,-20.83126687106592
5.235,1.138,2.478,7.939,-19.087512238667678
4.381,-4.624,-1.99,11.78,-32.076243215536856
4.279,2.405,-4.205,7.222,-17.010314410200678
5.724,3.85,1.334,7.825,-14.034163554442802
5.357,-1.636,-1.4380000000000002,10.051,-24.558304864359283
3.9560000000000004,2.986,-1.949,8.616,-17.761702932124606
4.181,1.2,-4.013,9.156,-19.734521796419358
4.404,2.9410000000000003,-1.382,11.939,-16.083298705649167
4.092,3.238,-2.6430000000000002,9.506,-16.642961333180544
2.6689999999999996,2.9189999999999996,-4.713,9.277999999999999,-19.49985961865454
4.149,2.37,-2.69,6.729,-17.705886643637953
4.809,3.53,2.968,11.033,-14.484404299731548
4.388999999999999,1.669,-4.37,8.209,-18.598444381737107
4.641,2.549,-4.458,8.96,-16.701081456994906
4.456,-6.236000000000001,-3.5860000000000003,9.252,-35.78997592619577
3.8280000000000003,1.17,-2.822,9.002,-21.228148054796005
8.039,2.435,-4.771,7.077000000000001,-17.588986709516128
5.218999999999999,0.836,-4.754,8.181000000000001,-19.62736411941828
3.82,3.826,0.271,6.385,-16.103143227262795
4.237,2.4,-1.9680000000000002,9.765,-17.092325347398493
4.061,2.325,-4.694,6.632999999999999,-19.254948642205655
2.6289999999999996,-5.26,-1.896,6.731,-34.256286462569555
3.8810000000000002,3.673,-1.514,11.139000000000001,-16.547676783022485
4.328,3.355,-0.271,8.597999999999999,-15.201087061911588
4.76,-1.913,-4.838,10.377,-25.78815890362466
4.14,3.347,-3.603,9.338,-16.015904945953107
4.204,1.6540000000000001,-4.197,6.266,-18.694605633228267
4.242,3.5669999999999997,0.46299999999999997,8.782,-15.054718566188393
4.414,0.963,-3.8760000000000003,8.949,-20.018222152305434
2.33,-1.361,-1.7830000000000001,10.280999999999999,-26.33888804923005
3.968,3.031,-1.844,8.661,-17.603608838269803
4.08,3.617,-4.0360000000000005,9.197000000000001,-16.364687189741765
4.925,3.0789999999999997,-4.633,6.382000000000001,-15.163144420451395
3.926,0.892,-4.375,8.621,-21.776789702224136
3.903,3.2689999999999997,-1.857,7.962999999999999,-17.46682553925761
4.02,3.903,-2.859,6.445,-16.423796908769823
4.021,3.659,-3.201,6.461,-16.941915775249072
6.784,-2.033,-3.0789999999999997,11.232999999999999,-26.569860418115287
4.419,-6.164,-3.469,9.127,-35.74405245060106
4.1530000000000005,3.568,-1.6780000000000002,10.019,-15.287476565122304
4.461,2.312,-4.773,8.227,-17.33133458454551
4.402,-5.439,-4.658,6.579,-34.02607359436002
2.438,-2.208,1.325,6.252999999999999,-28.51125192176841
3.88,3.282,-4.792,7.388,-18.617532677984173
4.252,-2.33,-4.1080000000000005,10.255,-27.755005833860327
5.535,2.06,-1.4680000000000002,10.113,-17.432573655147426
5.166,2.365,-4.765,8.931000000000001,-16.588094225243182
4.029,2.354,-4.91,7.755,-19.366541644409526
3.367,-2.1109999999999998,-3.5069999999999997,6.872999999999999,-27.654567452500853
4.15,2.623,-4.481,6.386,-17.35968754340987
4.984,4.052,0.534,9.465,-13.191768764975427
5.224,1.102,2.41,7.874,-19.159229165762014
3.928,3.534,-1.705,10.754000000000001,-16.74658929520963
5.153,-2.373,-2.5180000000000002,6.724,-26.07475496626937
3.78,2.0709999999999997,-3.815,9.629,-19.80562443251779
3.5989999999999998,1.5919999999999999,-4.9719999999999995,9.227,-20.92697854564026
3.218,-3.7889999999999997,-0.247,11.642999999999999,-30.85924062912963
4.532,2.37,-4.777,6.07,-17.18196555496026
3.841,-0.311,-4.865,8.554,-24.028886578072928
4.276,0.5870000000000001,-3.266,5.962000000000001,-20.70544560116895
5.266,1.23,-0.34299999999999997,10.031,-18.828858848971613
4.754,3.793,2.13,10.527000000000001,-14.044422881418527
4.254,2.454,-3.8089999999999997,10.074,-16.92295930165754
5.271,-2.99,-3.037,9.26,-27.30101262423213
3.925,2.932,-1.128,11.137,-17.572692449253964
4.305,2.062,-3.43,10.104,-17.71733257968025
4.099,3.5410000000000004,-4.669,7.744,-16.46986436175454
5.462999999999999,-2.373,-0.49700000000000005,8.587,-26.355906225541858
3.77,3.67,-4.852,7.3389999999999995,-18.08865059801678
5.392,-3.1239999999999997,-2.475,7.5,-27.55029024442863
4.05,2.3819999999999997,-4.493,9.463,-18.503291704878517
5.119,-0.107,-4.545,9.882,-21.54075833512192
4.43,-2.16,-3.6639999999999997,9.91,-26.961419574038423
4.553999999999999,-2.511,0.669,6.475,-28.293265153382308
4.298,2.146,-4.041,7.41,-17.54148301495117
3.861,3.513,-3.6,7.657,-17.922813845914106
3.9160000000000004,3.688,-2.281,8.753,-16.967824623038638
3.887,0.8240000000000001,-3.8510000000000004,9.895,-21.68081063079511
4.227,-0.271,-4.638999999999999,8.326,-22.58534413709194
5.332000000000001,-3.235,-1.286,6.968999999999999,-28.03204038794825
4.394,2.477,1.274,7.321000000000001,-17.425216606824222
4.138999999999999,-3.661,-2.081,11.534,-30.640619912125374
5.091,1.587,-3.945,6.7589999999999995,-18.14405100261182
5.519,2.074,2.499,8.876,-17.37078414352282
4.277,1.629,-1.136,10.966,-19.04971792263979
7.537000000000001,-8.997,2.74,10.79,-32.42193411616391
3.062,-4.08,-4.196000000000001,9.825,-31.23989430514639
2.074,-3.323,-1.038,10.324000000000002,-31.54501801601564
2.678,3.8089999999999997,0.125,6.216,-17.361420898308587
6.912000000000001,1.147,0.092,11.695,-20.226528057128803
3.2569999999999997,-4.449,0.085,6.877000000000001,-33.37706103078851
4.113,3.197,-0.7709999999999999,9.433,-16.228397822430633
4.008,3.622,-1.5219999999999998,9.787,-16.333304219743088
5.443,-0.353,-1.192,10.868,-22.032077793269487
6.544,-1.3259999999999998,-4.495,10.460999999999999,-25.09448474833016
6.505,-2.363,-3.29,6.268,-27.13668308915977
2.488,-3.987,0.665,8.789,-33.064386944460985
3.1919999999999997,-5.742999999999999,-3.022,9.536,-34.709675955449896
4.075,1.995,-2.5140000000000002,11.559000000000001,-18.98986972278485
7.2589999999999995,-2.369,-1.124,10.988,-27.273321682409982
2.98,2.625,-1.699,6.15,-19.2635078837762
4.917,0.201,-3.9389999999999996,6.382999999999999,-20.924854672946147
6.511,3.1510000000000002,-3.847,11.866,-16.1051856709167
4.269,2.958,-2.491,9.556000000000001,-15.906193224384825
4.128,2.219,-3.7539999999999996,6.806,-18.396747338018354
8.843,-3.447,-0.763,6.8229999999999995,-28.636237641130624
5.079,-3.3280000000000003,-1.5090000000000001,9.802,-28.359290047116968
4.131,3.7239999999999998,-0.805,9.273,-15.079031874436295
2.502,3.156,-0.764,10.118,-18.634287438107506
4.638999999999999,-1.66,-3.035,9.962,-25.33085054572099
5.729,-1.7730000000000001,-4.535,7.669,-25.28164780723629
8.238,0.685,2.9739999999999998,12.029000000000002,-20.926501601282734
4.697,-1.459,-1.359,9.932,-24.825562203547953
5.428,2.254,-2.908,6.406000000000001,-16.795961455194472
4.625,-6.876,-2.366,7.976,-37.149666275233706
3.988,3.5580000000000003,-4.369,8.305,-17.57300104124346
4.729,3.821,0.5329999999999999,8.738999999999999,-14.0322368018364
4.044,1.845,-4.725,9.16,-19.53123925262954
4.13,3.176,-1.9080000000000001,8.517999999999999,-16.271402756616567
3.65,-2.276,0.462,12.125,-27.66326016650816
3.947,2.492,-0.377,6.996,-18.295009172936805
6.225,-3.388,0.059000000000000004,8.091000000000001,-29.487969671912587
5.707000000000001,-2.219,-4.613,10.509,-26.168034294971715
4.323,3.7460000000000004,-1.186,11.128,-14.37968693059766
4.212,2.094,-2.208,6.8839999999999995,-17.796124376722666
6.847,-2.8960000000000004,-4.676,9.139,-28.365683982781587
4.388999999999999,3.795,-1.835,10.901,-14.360374080759186
4.518,1.9669999999999999,-2.52,6.281000000000001,-17.995334766752123
2.9130000000000003,-1.94,2.3369999999999997,7.526,-28.014268234850928
4.0089999999999995,2.075,-4.213,8.764,-19.514207616164796
6.084,-1.6280000000000001,1.43,8.863999999999999,-25.64627606241105
4.302,2.447,-4.28,7.222,-16.944277733516422
4.037,2.347,-3.875,6.093,-19.127331037848858
2.804,-4.761,-1.294,10.365,-33.05468408488477
4.099,2.101,-4.638,6.999,-19.147825095579694
4.1819999999999995,3.148,-1.8219999999999998,11.241,-15.852230953739856
4.111000000000001,2.3280000000000003,-4.441,8.147,-18.449441464012324
3.8960000000000004,1.615,-3.9619999999999997,7.649,-20.866588844088977
5.093999999999999,0.848,-4.784,8.792,-19.623040010889934
4.308,2.694,-2.041,6.909,-16.46156451850012
4.548,-2.964,1.635,6.361000000000001,-29.835290336460123
5.071000000000001,3.4360000000000004,1.002,6.683,-14.439280581619105
2.7230000000000003,-4.508,-1.574,10.322000000000001,-32.477242874202126
4.14,3.092,-4.8,6.795,-16.58986414058073
4.913,-5.556,-4.498,6.98,-33.481222931073226
4.612,3.7680000000000002,-2.7969999999999997,6.182,-14.33660064183497
5.074,2.972,1.199,11.868,-15.36859682115293
3.995,2.2359999999999998,-0.39899999999999997,7.068,-18.705203218590764
4.117,2.051,-1.587,7.093999999999999,-18.50732340577329
4.247,1.993,-3.112,9.265,-17.855083472907147
3.0860000000000003,-5.149,-1.073,8.756,-34.084790177203544
4.252,2.822,-1.239,11.231,-16.30596546150784
4.058,-0.7190000000000001,-3.897,11.208,-24.647123166022286
2.377,3.636,0.258,5.946000000000001,-17.968470354196576
3.988,2.175,-4.8580000000000005,7.334,-19.991825815993575
5.636,0.47700000000000004,1.6909999999999998,9.952,-20.764623077597765
4.257,1.984,-3.752,7.242000000000001,-17.855519199097248
4.136,2.388,-4.415,8.376,-17.979845968361662
4.218,2.779,-2.397,6.702999999999999,-16.37063118163649
6.305,-1.325,0.319,9.077,-24.779186103214514
3.761,-0.652,3.134,7.4510000000000005,-25.032274224079107
3.2969999999999997,-3.18,1.6380000000000001,10.77,-30.97588392717323
6.724,-2.588,0.8440000000000001,7.086,-27.730884173104876
2.52,1.685,-4.863,10.302999999999999,-21.03584883908146
5.567,-7.007000000000001,-4.041,6.681,-36.50408119292003
5.742999999999999,-3.491,-4.898,10.179,-28.735607238232284
3.9760000000000004,3.96,-2.6060000000000003,7.837999999999999,-16.484417549101774
5.577999999999999,3.259,-1.9,8.005,-15.12528051605161
4.573,0.086,-4.82,8.213,-21.708209493614216
4.248,1.392,-4.524,6.2,-19.048769367718645
3.1689999999999996,-3.623,0.6559999999999999,8.635,-31.35120103672867
7.781000000000001,0.111,2.53,11.85,-22.292412793079848
4.954,-3.3689999999999998,-1.768,9.816,-28.538831746612612
5.11,-1.225,-1.114,6.263,-23.791827473332877
4.055,2.951,-4.395,6.609,-18.234108023569984
4.0280000000000005,1.436,-3.4139999999999997,6.624,-20.445074947204247
3.898,2.957,-2.108,8.71,-18.046680139340687
4.295,3.063,-0.531,6.2589999999999995,-15.785712617089601
4.325,-2.741,1.6640000000000001,6.297000000000001,-29.45595677318634
6.006,-3.1,-2.4290000000000003,7.351,-28.05429020715195
3.97,2.057,-4.001,9.984,-19.285930224020973
5.199,-1.499,0.563,5.949,-24.63791354707961
4.369,2.877,-3.0460000000000003,6.485,-16.168258166354367
4.224,2.36,-4.784,6.537999999999999,-17.17713264189417
4.381,-6.635,-1.2770000000000001,6.6339999999999995,-36.87830886969242
4.31,3.491,-1.6740000000000002,10.37,-14.87208570562841
5.1080000000000005,1.749,-4.855,11.704,-17.827543025599415
4.175,1.141,0.055,11.595999999999998,-20.635786816368448
3.969,-2.383,-3.075,8.298,-28.011463338071565
5.901,0.512,-4.718999999999999,11.727,-20.82309881360865
4.44,2.678,-2.08,11.492,-16.60913551562739
5.607,1.805,-2.298,10.752,-18.071286737137772
5.665,-3.886,0.25,11.636,-30.223356919494442
3.022,-3.0039999999999996,2.72,9.863,-30.62402563382381
4.769,-3.003,-1.455,9.15,-28.03270949444544
4.194,2.762,-4.294,8.993,-16.553385176335734
5.742999999999999,-5.683,-1.994,8.141,-34.09555495892309
4.511,-3.523,-1.97,11.07,-29.720013839118423
4.678,2.6889999999999996,-1.672,9.257,-16.365321247821313
4.086,2.045,-3.741,9.326,-18.82564940252062
4.033,-2.428,-5.025,7.005,-27.97203914021455
2.923,-2.16,0.7,11.415,-27.54413536521248
4.065,3.95,1.327,6.515,-15.204551016610177
2.8289999999999997,-1.9809999999999999,2.6010000000000004,9.888,-28.639482320061568
4.296,3.324,-0.6890000000000001,6.403,-15.218862408759572
5.406000000000001,-3.86,-4.414,10.306,-29.206405161665252
3.807,3.8089999999999997,-1.882,11.447000000000001,-16.43384545117684
8.619,-4.199,-2.335,6.42,-30.30970643623352
4.236000000000001,2.575,-3.676,10.142000000000001,-16.71329658706573
4.918,-4.217,-4.417,6.075,-30.020993693462696
4.004,3.7310000000000003,-4.407,8.791,-17.03193753992355
4.085,0.727,-4.216,7.468,-21.453222979449023
2.372,-2.186,2.18,5.971,-29.411571415101765
4.046,3.111,-4.3260000000000005,6.501,-18.05594195952689
6.399,-2.5780000000000003,-2.987,6.187,-27.409135882850986
4.046,1.2890000000000001,-4.122,7.7,-20.76248139536689
3.888,3.572,-3.39,9.814,-17.2482591261891
4.481,-2.439,3.1260000000000003,5.915,-28.41073196053728
4.217,3.614,-4.324,9.361,-14.705688119097989
4.205,2.6839999999999997,-3.821,10.527999999999999,-16.625544947590033
4.615,3.63,-1.544,9.646,-14.603486818506482
4.128,-4.367,-2.8310000000000004,11.885,-31.85226185888001
4.463,3.9130000000000003,-4.585,9.714,-14.158071438624807
4.211,-1.8619999999999999,-4.881,6.296,-26.132974692204844
5.209,0.361,-0.46799999999999997,7.869,-20.581566119919678
4.602,-3.464,0.9079999999999999,9.136000000000001,-30.76957662610736
4.295,3.638,-1.919,6.367000000000001,-14.564346714673581
4.0089999999999995,3.48,-1.8840000000000001,7.775,-16.71099108846054
4.2330000000000005,2.003,-2.1830000000000003,9.173,-17.912041210539265
4.705,1.193,-3.109,8.286,-19.305464995746053
4.842,4.081,-2.6039999999999996,6.54,-13.28147340011782
5.5329999999999995,-2.089,-1.629,10.11,-25.73823768239038
4.369,1.469,-3.0589999999999997,7.018,-18.979845968361662
4.117,-3.5189999999999997,-3.517,10.19,-30.260585897301308
3.635,2.376,-0.025,6.06,-18.897634908661477
4.055,3.165,-3.43,6.55,-17.52020881981051
4.208,3.048,-4.468999999999999,8.935,-15.884023570545182
5.557,1.849,-2.9010000000000002,6.021,-17.905948344490035
4.269,1.28,-3.3080000000000003,9.424,-19.294623860233507
5.033,-2.625,0.584,7.814,-27.90706892432645
4.0360000000000005,1.317,-2.895,6.492999999999999,-20.456056057517095
4.44,1.308,-4.5169999999999995,6.409,-19.339779805180207
5.062,1.925,-4.811,11.845,-17.461112219985303
4.039,2.9989999999999997,-0.46399999999999997,6.397,-17.03734659510679
2.318,-4.362,0.11800000000000001,11.272,-33.828595365169875
3.93,0.45,-4.546,11.74,-22.365270891918673
4.327,2.427,-3.6489999999999996,6.797000000000001,-17.014708281407113
4.09,-2.944,1.876,11.984000000000002,-29.95931856062664
4.202,3.1010000000000004,-2.155,8.566,-15.815990350298721
3.122,-5.525,-1.641,8.627,-34.634980257183464
3.918,1.579,-3.5580000000000003,7.025,-20.7337212533689
4.034,2.6519999999999997,-3.655,6.136,-18.584175601111237
4.0169999999999995,3.714,-4.272,6.499,-17.379301913121342
4.159,2.219,-3.625,8.891,-17.947575411857933
3.7569999999999997,3.042,-4.44,8.826,-18.703663945397953
