273,131,35,27
273,2459,35,27
273,2459,131,27
273,5717,131,35
456,533,25,5292
456,533,627,25
456,24,627,25
5480,5459,1938,4614
2792,24,323,40
2792,410,323,40
2792,24,551,40
266,491,882,21
266,667,882,21
266,667,491,21
266,667,491,1439
266,667,365,882
5129,5758,127,21
5129,250,23,1595
5129,250,23,20
5129,127,21,20
5129,250,127,20
4845,5758,882,47
4845,365,882,47
496,5857,36,851
496,5333,5857,851
50,1005,5392,851
5845,38,39,521
5845,349,862,521
5845,349,38,521
5845,349,38,862
46,42,2575,1215
46,943,2575,1215
46,441,44,362
46,468,18,763
46,468,1005,18
46,2575,2076,1395
46,943,2076,1395
46,943,2575,2076
46,943,696,1395
46,2968,2888,1395
46,468,5895,763
46,1925,5895,763
46,1925,468,5895
598,42,40,1215
2064,347,42,28
2312,4054,5967,3865
3144,4915,1267,1492
3144,4915,984,4614
3144,4646,984,5846
3144,4915,4646,984
3144,4915,4646,1492
3144,4915,5459,4614
3144,5459,1249,1899
3144,132,164,1899
3144,1249,164,1899
3144,1249,132,164
473,1899,185,0
473,1,1899,0
473,3144,132,1899
473,132,164,1899
473,1,164,1899
364,5459,1938,4614
364,5459,1249,1938
364,5480,1938,4614
485,5292,136,0
485,146,136,0
485,1899,5292,0
485,533,5292,136
485,146,533,136
485,3132,1899,0
485,3132,1899,5292
160,1492,137,5
160,4646,92,1492
160,4,1492,5
160,1497,4,5
160,92,4,1492
160,92,1497,4
160,3144,4646,1492
160,3144,4646,5846
1933,182,5846,1253
1933,3124,27,1253
1933,1249,132,1253
1933,3124,132,1253
1933,3124,1249,132
76,5969,1267,0
76,1899,185,0
76,3132,1899,0
76,3132,1899,185
76,485,3132,0
76,485,146,0
76,5969,136,0
76,146,136,0
76,5969,146,136
389,76,5969,1267
389,4915,5459,185
389,1267,185,0
389,76,185,0
389,76,1267,0
389,76,3132,185
389,5459,3132,185
506,679,3,2
506,679,951,2
257,146,80,2
257,146,5499,80
257,5499,5887,4643
257,146,551,2
257,146,551,5499
257,679,551,2
257,679,551,5499
5290,381,1005,36
5290,5857,36,851
5290,1005,36,851
5290,496,5857,36
5290,50,5857,851
5290,50,1005,851
5290,381,2279,5857
5290,496,2279,5857
5345,381,1255,36
5345,5982,1593,1248
5345,349,1593,1248
5345,349,5982,1593
5345,1255,36,142
5345,349,36,142
5345,1255,142,5968
5345,5982,1255,5968
5345,349,142,5968
5345,349,5982,5968
3413,441,44,362
3413,441,44,14
2727,154,943,1215
5111,84,18,1255
5111,5848,250,1001
3128,593,468,5895
3128,1925,468,5895
2695,151,3143,560
173,5764,84,3938
173,361,5764,3938
173,5848,84,3938
173,5111,5848,84
173,5111,84,1255
1548,371,5623,138
1548,789,5623,138
1548,789,371,138
4611,1548,371,425
4611,94,2656,425
4611,1548,2656,425
4611,94,4750,425
3977,1925,4890,763
3977,174,18,378
3977,3158,174,18
3977,5895,18,763
3977,3158,5895,18
3977,441,18,378
3977,441,18,763
5859,3158,174,19
5859,3158,18,19
760,5944,19,20
760,174,5944,19
760,5732,5944,20
760,667,5747,20
760,5974,299,5944
760,5974,174,5944
760,5974,174,299
396,5148,436,221
8,541,69,9
8,541,69,5858
95,8,7,5858
95,8,541,5858
95,3,4,5317
95,541,4,5317
95,8,541,4
95,3,5317,2
95,1930,2,6
95,1930,7,6
95,5478,5317,2
95,1930,5478,2
5471,541,69,206
435,1497,4,5
435,5293,1497,5
1185,5293,1497,5
1185,5293,698,5
1185,160,1497,5
1185,160,698,5
5921,3970,5779,4627
379,286,3970,74
1110,42,3074,6
599,29,3895,10
599,3895,1527,10
599,1527,138,10
37,29,148,892
37,5290,496,36
37,5345,349,36
37,349,38,862
37,5290,496,2279
37,5290,381,36
37,5345,381,36
37,5290,381,2279
37,349,22,521
37,349,38,521
198,1103,864,1906
356,4646,92,1492
356,87,92,1492
5628,5980,3,5317
5628,3,5317,2
5628,5478,5317,2
5628,5980,3,1124
5628,3,2,1124
5628,735,2,1124
5628,735,5478,2
5628,4311,735,5478
509,1930,5486,3074
509,5486,3074,5150
509,3074,5150,6
509,42,3074,6
5483,748,5142,3963
83,4899,5486,5150
83,1930,5478,5150
83,1930,5486,5150
83,4311,5478,5150
83,95,1930,5478
2723,5628,5980,5317
2723,5980,4,5317
5305,24,32,323
4457,2792,24,323
2282,5305,611,323
287,26,131,34
287,5305,24,32
291,33,5805,32
1351,287,24,25
1351,287,3171,25
2381,46,44,1215
2381,44,40,1215
2381,3217,40,1215
2381,3217,44,40
2381,154,943,1215
2381,46,943,1215
2381,46,154,943
2381,154,44,362
1993,3217,40,1215
1993,2381,3217,1215
1993,3217,44,40
1993,410,44,40
585,410,44,323
585,410,2293,323
211,5921,5779,4627
978,331,47,335
978,1564,331,5967
978,2706,3865,335
978,4893,3865,335
978,4893,5967,3865
978,1564,4893,335
978,1564,4893,5967
41,816,331,45
41,698,182,5
4645,1564,5967,970
4645,1564,331,970
4645,1564,331,5967
467,13,344,141
467,400,13,141
467,504,400,141
467,504,237,141
467,504,228,400
467,237,35,141
467,344,17,141
487,4496,45,17
555,15,743,12
1589,1100,17,5026
4325,5732,5046,5026
4325,1100,5732,5026
4325,1100,5732,5046
4325,4496,5046,5026
4325,1589,1100,5026
4325,4782,4496,5026
4325,1589,4782,5026
5112,764,5627,5944
5112,764,5985,5944
5112,5974,5627,5944
256,4325,1589,4782
1246,994,151,560
1246,2695,151,560
1246,977,5619,948
1246,2695,5619,948
54,5974,3567,378
54,5135,441,362
54,3567,441,378
54,3567,5135,441
170,54,5974,378
170,54,441,378
170,54,441,362
837,46,1925,763
837,46,441,18
837,441,18,763
837,46,18,763
962,1246,977,5619
962,170,1246,5619
962,3977,174,378
962,3977,441,763
96,667,5732,21
96,667,5747,21
96,5732,21,20
96,5747,21,20
96,760,5732,20
96,760,5747,20
1044,26,131,27
1044,1318,26,131
1044,2459,131,27
1044,3124,26,27
3954,1103,864,1906
135,1933,182,5846
135,41,698,182
135,4625,5846,4923
5489,456,533,5292
5489,5480,1938,5292
5489,5480,533,5292
5489,1249,1938,5292
5489,1249,25,5292
5489,456,25,5292
471,551,533,627
471,456,533,627
471,5489,456,533
471,5489,5480,533
471,5489,5480,1938
243,364,5480,1938
243,364,5480,4614
5324,5499,5887,4643
4427,2792,410,40
3962,551,5499,5887
3542,978,2706,3865
3542,978,2706,335
3542,365,47,335
3542,978,47,335
2847,23,521,143
2847,39,521,143
2285,5848,250,1001
2285,250,84,3938
2285,5848,84,3938
2285,250,3938,1595
2285,5111,250,84
2285,5111,5848,84
2285,5111,5848,250
1567,1913,250,127
1567,1913,250,1001
2685,496,5333,5857
2685,496,2279,5857
2685,37,496,2279
1283,5333,5857,851
1283,50,5857,851
1283,496,5333,851
2069,5845,38,39
5877,5982,1593,1248
5877,361,5982,1593
5877,361,5982,746
5877,361,5764,3938
5504,155,2441,121
43,41,3923,331
451,148,28,36
451,37,148,892
451,37,148,36
2713,42,5150,40
2713,42,5150,6
2713,509,5150,6
2713,509,42,6
2713,509,5486,5150
2713,4899,5486,5150
2713,3946,4899,5150
1825,46,1005,36
1825,347,42,28
1825,1005,36,851
3976,1689,4054,2325
3976,4203,4054,2325
3976,4203,1689,4054
4392,4203,1689,4054
4392,3976,4203,1689
3587,3976,4203,2325
3587,2312,4054,3865
3587,2312,3254,3865
3587,4054,2325,3865
3587,4203,4054,2325
801,45,5046,335
801,4893,5046,335
801,1564,4893,335
801,816,331,45
801,5989,933,5046
801,331,45,335
801,978,331,335
801,978,1564,335
801,978,1564,331
5641,801,45,5046
5641,801,5989,5046
2180,816,163,689
5785,1564,4054,970
5785,1564,5967,970
5785,1564,4054,5967
5785,2312,4054,5967
469,3144,984,4614
469,3144,5459,4614
469,3144,5459,1249
469,3144,1249,132
469,364,5459,4614
469,364,5459,1249
469,1249,132,1253
469,3144,984,5846
469,3144,132,5846
469,1933,1249,1253
469,132,5846,1253
625,473,132,164
625,473,1,164
625,1,1492,137
625,160,1492,137
625,1,1492,0
625,1267,1492,0
625,473,1267,185
625,1267,185,0
625,473,185,0
625,473,1,0
3151,485,533,5292
3151,485,146,533
3151,485,3132,5292
3151,76,485,3132
3151,146,551,5499
3151,551,533,627
3151,146,533,627
3151,146,551,627
873,182,137,5
873,160,137,5
873,625,160,137
873,182,27,137
1560,160,4646,4923
1560,160,4646,92
1560,356,4646,4923
1560,356,4646,92
1560,1185,160,698
5470,135,1933,182
5470,1933,3124,27
5470,1933,27,1253
5470,1933,182,1253
5470,873,182,27
4323,1933,3124,1249
4323,364,1249,1938
4323,5489,1249,1938
4323,198,1103,1906
4323,198,1103,1938
4323,3954,1103,1906
4323,3124,1249,26
4317,5470,4625,1906
4317,5470,135,4625
4317,5470,200,1906
275,5980,191,3
275,506,191,3
275,5628,5980,1124
919,679,951,1477
919,257,679,5499
919,3962,5499,5887
919,2288,4876,40
919,1477,40,2
919,679,40,2
919,679,1477,2
919,679,551,40
919,679,551,5499
4911,257,679,2
4911,3,4643,2
4911,679,3,2
4911,80,4643,2
4911,257,80,2
4911,257,80,4643
4911,257,506,679
4911,506,679,3
4911,191,3,4643
4911,506,191,3
4911,257,5887,4643
4911,5324,5887,4643
4911,5324,257,5887
4911,275,506,191
4911,5324,1924,4643
4911,191,1924,4643
4911,275,191,1924
3127,3413,441,362
5978,468,18,1255
5978,5111,18,1255
5978,468,5895,18
5978,593,468,5895
5978,468,1005,1255
1575,1567,1913,127
119,250,19,20
119,760,19,20
119,5859,174,19
119,760,174,19
354,5978,468,1005
354,5345,381,5735
354,5345,1255,5735
354,5978,1005,1255
354,5345,381,1255
354,1005,1255,36
354,381,1255,36
354,381,1005,36
1893,3128,1925,5895
515,2695,2301,560
515,46,696,1395
515,1281,46,948
1259,5877,361,746
1259,354,5978,746
1259,173,5111,1255
1259,5978,5111,1255
1259,354,746,5735
1545,1548,2656,425
1545,249,5623,425
1545,371,5623,425
1545,1548,371,425
1545,1548,371,5623
1545,1548,789,5623
1545,2256,2656,5623
3563,1548,789,371
3563,4611,789,371
3563,4611,1548,371
4888,5859,3158,4890
4888,5859,3158,174
4888,3977,3158,4890
4888,3977,3158,174
3943,3158,5895,18
3943,5859,5895,18
3943,5859,3158,18
550,5848,593,1001
550,5111,5848,593
550,1569,3128,593
550,3943,1569,3128
550,5978,593,5895
550,3128,593,5895
550,3943,3128,5895
3135,8,7,5858
5882,95,541,5858
5882,5471,95,541
5882,541,69,5858
5882,5471,541,69
5882,5471,69,206
5466,2713,509,5486
5639,541,553,206
5639,5471,541,206
4649,87,92,4
4649,87,191,4
4649,5980,191,4
4649,356,87,92
4649,275,5980,191
428,435,5293,1497
428,1185,5293,1497
428,1560,1185,92
428,160,92,1497
428,1560,160,92
428,1185,160,1497
428,1560,1185,160
3573,5921,3970,852
3573,5921,3970,4627
3573,3970,4627,680
3573,5639,3970,680
492,5921,3970,852
492,3573,3970,852
492,41,286,5921
492,5921,3970,5779
492,286,3970,5779
492,286,5921,5779
492,3573,852,206
492,553,852,206
492,379,286,3970
492,852,9,5
492,43,852,9
492,553,852,5
492,5639,553,206
492,3573,5639,206
492,3939,379,553
492,3939,379,286
492,5639,379,3970
492,3573,5639,3970
668,5293,698,5
668,492,5293,5
668,492,286,5293
668,492,41,5
668,41,698,5
668,492,41,286
353,249,7,10
353,8,249,7
353,11,8,1004
353,11,3895,10
353,11,1004,3895
353,249,1527,10
353,3895,1527,10
353,249,371,1527
353,249,371,425
353,4611,371,425
353,4611,249,425
4468,599,3895,1527
4468,599,789,1527
4468,789,371,1527
4468,353,371,1527
4468,4611,789,371
4468,3563,4611,789
4468,3563,599,789
4468,353,4611,371
4468,353,1004,3167
4976,37,38,892
4976,38,892,39
4976,2069,38,39
4976,5845,38,862
4976,2069,5845,38
557,4307,4322,318
557,5324,4307,4635
1572,4323,364,1938
1572,4323,198,1906
1572,4323,198,1938
1572,5470,4625,1906
1572,469,364,1249
1572,469,1933,1249
1572,135,1933,4625
1572,5470,135,4625
1572,5470,135,1933
1572,4323,364,1249
1572,4323,1933,1249
4288,87,1924,1492
4288,356,87,1492
4288,1267,1924,1492
4288,4915,1267,1492
4288,4915,1267,1924
4288,4915,4646,1492
4288,356,4646,1492
4288,4915,4646,984
4288,4915,984,4614
4288,4307,984,4614
5329,375,1930,3074
2827,919,1477,40
1563,83,4899,5150
1563,3946,4899,5150
1563,83,1477,5150
1563,2827,3946,5150
1563,2827,1477,5150
1563,2827,1571,1477
1563,5618,1571,1477
3146,5628,5478,5317
3146,2723,5478,5317
3146,2723,5628,5317
3146,5628,4311,5478
3146,2723,5628,5980
3948,83,4899,5486
3948,95,5478,5317
3948,83,95,5478
3948,95,1930,5486
3948,83,1930,5486
3948,83,95,1930
5603,156,4912,409
1240,273,2459,35
216,24,323,438
216,5305,24,323
3974,4457,2792,551
3974,4457,2792,24
3974,24,323,438
3974,4457,24,323
5145,1465,14,140
5145,1549,1465,14
5145,743,14,140
5145,743,5291,14
5841,1465,44,14
161,5145,1549,14
1851,287,26,25
1851,1318,26,25
1851,1318,3171,25
1851,287,3171,25
1851,1318,26,131
1851,287,26,131
149,287,33,34
149,33,5805,34
149,1619,33,5805
149,1450,1619,5805
605,149,5603,869
283,291,33,12
283,291,33,5805
283,33,5805,34
283,237,35,141
283,400,13,141
283,504,237,141
283,504,400,141
1276,1465,32,140
1276,1465,32,323
584,273,2459,131
584,156,273,2459
717,584,156,409
717,584,131,409
2283,456,24,627
2283,3974,24,438
2283,24,551,627
2283,471,551,627
2283,3974,471,551
2283,2792,24,551
2283,3974,2792,551
2283,3974,2792,24
2699,477,4791,3537
1501,2381,154,1215
4852,585,4854,2293
1111,1563,2827,3946
1111,2713,3946,5150
1111,2827,3946,5150
1111,2713,5150,40
1111,1477,5150,40
1111,2827,1477,40
1111,2827,1477,5150
3579,5466,168,3569
1207,598,40,1215
1207,1993,40,1215
1207,3944,1993,1215
1207,2713,598,40
3691,978,331,47
3691,978,432,331
5447,4845,5148,47
3310,69,852,9
3310,69,3963,852
3310,614,3963,852
3310,8,69,9
3310,8,69,5858
434,41,3923,331
434,492,41,5921
434,1330,372,1198
434,492,43,41
434,43,41,3923
317,41,816,45
317,41,816,689
5632,668,41,698
900,1840,1049,211
900,1840,1049,1198
900,434,1840,1198
900,1330,1049,1198
900,434,1330,1198
900,434,1330,1049
808,1330,372,1198
808,372,163,689
808,1330,1049,1198
808,1840,1049,1198
3552,8,249,7
3552,4653,8,7
3552,353,8,249
3552,249,7,5623
3552,5976,249,5623
5488,624,94,4750
5488,1558,624,94
5488,5873,5306,5866
4654,5483,5142,3963
4654,614,5483,3963
4654,3310,614,3963
4654,3135,5142,5858
4654,5142,69,5858
4654,3310,69,5858
4654,5142,69,3963
4654,3310,69,3963
103,5466,168,3569
2300,743,140,12
2300,467,13,344
2300,467,400,13
2300,467,228,400
5271,134,1561,17
5271,467,45,17
5271,487,45,17
4809,4496,45,5046
4809,487,4496,45
4809,5641,45,5046
4644,15,743,14
4644,743,5291,14
986,101,764,5627
3555,4325,4496,5046
3555,4325,1100,5046
3555,1100,5046,335
3555,1235,207,5732
3555,1100,5732,335
3555,207,5732,335
1084,801,5989,933
118,1235,1546,1239
5881,4644,5291,14
5881,4644,15,14
991,986,1236,5627
991,5112,1236,5627
991,986,5613,1236
991,5974,3567,5627
991,5112,5974,5627
991,54,5112,1236
991,54,5974,3567
991,54,5112,5974
991,54,3567,5135
991,54,1236,5135
5113,4809,4496,5046
1929,256,4782,17
1929,4782,17,5026
1929,134,17,5026
1929,4782,4496,5026
1929,134,4496,5026
1929,4325,4782,4496
1929,256,4325,4782
269,1246,977,948
269,1246,2695,948
269,1246,2695,151
3578,54,5135,362
1556,5974,299,5944
1556,5974,174,299
2316,837,1925,763
2316,837,977,948
2316,837,46,1925
2316,837,46,948
957,170,441,378
957,170,441,362
957,962,170,5619
957,3977,441,378
957,962,3977,378
957,962,3977,441
957,962,174,378
1552,760,5732,5944
1552,96,760,5732
1552,1100,5732,5944
1552,3555,1100,5732
1552,3555,1235,5732
1552,3555,1235,1100
961,1044,1318,131
961,1044,2459,131
961,1044,3124,1637
3401,1044,2459,27
3401,5470,182,27
3401,41,182,27
3401,41,2459,27
3401,41,1113,2459
3401,5470,135,182
3401,135,41,182
5475,961,3124,1637
5730,5480,551,533
5730,471,551,533
5730,471,5480,533
5730,3962,551,5887
5730,551,5499,5887
5730,5480,5499,5887
5730,5480,551,5499
1971,4457,2792,551
1971,5730,471,551
1971,3974,4457,551
1971,3974,471,551
68,198,1103,864
68,243,198,1938
68,243,198,1257
68,243,5480,1938
68,471,5480,1938
68,5730,471,5480
68,5730,243,1257
68,5730,243,5480
552,557,4307,318
552,198,1257,2722
552,243,1257,2722
4924,243,364,4614
4924,243,4307,4614
4924,4307,984,4614
4924,469,984,4614
4924,469,364,4614
4924,4307,4625,984
4924,1572,469,364
4924,4307,4625,318
4924,1572,1933,4625
4924,1572,469,1933
4924,135,1933,4625
4924,469,984,5846
4924,4625,984,5846
4924,135,4625,5846
4924,135,1933,5846
4924,1933,5846,1253
4924,469,5846,1253
4924,469,1933,1253
5850,243,364,1938
5850,243,198,1938
5850,1572,364,1938
5850,1572,198,1938
5850,4924,243,364
5850,4924,1572,364
5850,243,198,1257
5850,552,198,1257
5850,552,243,1257
5850,1572,198,1906
5850,552,243,4307
5850,4924,243,4307
5850,552,4307,318
5850,4924,4307,318
5850,4924,4625,318
5850,4924,1572,4625
4633,5480,5499,5887
4633,5730,5480,5887
4633,5730,243,5480
4633,5324,4635,5887
4633,5324,4307,4635
4633,243,5480,4614
4633,243,4307,4614
4633,552,243,4307
4633,4288,4307,4614
4633,4288,5324,4307
4633,557,4307,4635
4633,552,557,4635
4633,552,557,4307
4633,552,4635,2722
4633,552,243,2722
1939,3542,978,3865
5977,994,151,3143
3679,3542,2706,3865
2734,207,2706,335
2828,5845,39,521
2828,2847,39,521
2828,5845,2441,39
2828,2441,2702,39
2828,2847,2702,39
5862,5447,4845,5148
5862,5148,436,221
5862,693,5148,221
5862,396,5148,436
5862,5447,4845,47
278,693,965,221
278,5862,436,221
278,5862,693,221
278,5862,693,4845
2534,2847,39,143
2534,5129,23,143
2534,2847,23,143
2534,2847,23,1595
2534,2136,2847,1595
739,2285,5848,3938
739,2285,3956,1595
739,2285,3938,1595
4319,2285,3956,250
4319,1567,3956,250
4319,2285,250,1001
4319,1567,250,1001
4319,739,2285,3956
4319,5848,593,1001
4319,2285,5848,1001
4319,550,593,1001
761,693,965,221
4898,1283,5333,5857
4898,1283,50,5857
4898,2685,5333,5857
4898,2685,2279,5857
4898,2685,496,5333
4898,1283,496,5333
4898,5290,50,5857
4898,5290,50,1005
4898,5290,381,5857
4898,5290,381,1005
983,50,5392,851
983,1283,50,851
897,5457,1248,862
897,349,1248,862
897,5345,349,1248
897,37,349,862
897,37,5345,349
5861,1281,46,2888
5861,766,2888,1940
5861,1281,766,2888
5861,46,1925,468
5861,3128,1925,468
5861,1893,3128,1925
4880,5216,1005,5392
4880,46,468,1005
4880,5861,46,468
5759,5845,2441,39
5759,1579,2441,121
4304,5504,155,121
4304,1579,2441,121
4304,5504,2441,121
4304,2828,4875,1579
4304,2828,78,4875
5892,5504,2136,2702
336,2089,39,47
336,5129,21,143
336,5758,21,47
336,5129,5758,21
336,2534,39,143
336,2534,5129,143
336,5129,5758,127
336,5504,2441,2702
336,5504,155,2441
3721,43,852,9
3721,3310,852,9
3721,3310,614,9
3721,3310,614,852
3721,614,3963,852
3721,614,5483,3963
3721,492,43,852
3721,434,492,43
3721,434,43,3923
3721,5921,3963,852
3721,4654,5483,542
3721,4654,614,5483
3721,492,5921,852
3721,434,492,5921
5716,31,5699,30
197,396,502,221
197,334,396,502
1901,1283,496,851
1901,1283,630,496
574,4976,37,892
574,646,4976,892
4260,42,2575,1215
4260,598,42,1215
656,46,42,2575
656,46,2575,1395
2854,1825,1387,1093
2449,1825,1387,851
2449,1825,1387,1093
836,3449,29,28
836,3784,3449,28
309,2064,42,6
309,1110,42,6
309,1110,5623,6
309,1110,42,1195
309,1545,2256,5623
1357,2256,2656,1055
1357,2256,2064,463
3680,656,2968,1395
203,3976,4203,560
203,994,3143,560
5611,3976,4203,560
5611,203,3976,560
5611,203,994,560
752,4392,5450,5385
752,1084,1689,2687
752,1084,4392,1689
752,5785,4054,970
752,1564,4054,970
752,1564,1689,4054
752,4392,1689,4054
2018,5977,3143,2325
2018,203,3143,2325
2018,3679,3587,2815
2018,3587,3976,2325
2018,203,3976,2325
2018,3587,3976,3143
2018,203,3976,3143
2018,2706,2325,3865
2018,3587,2325,3865
2018,3679,2706,3865
2018,3679,3587,3865
1368,801,1564,4893
1368,1564,1689,4893
1368,1084,1689,933
1368,1084,801,933
1368,1084,1689,2687
1368,752,1564,970
1368,752,1564,1689
1368,752,1689,2687
5960,4645,331,970
5960,1564,331,970
5960,1564,1974,970
5960,801,816,331
5960,801,1564,331
5960,801,1564,1974
5960,477,4791,970
5960,4645,4791,970
5960,477,4791,3537
5960,4645,4791,3537
1581,978,331,5967
1581,4645,331,5967
1581,978,432,331
476,1,164,137
476,625,1,137
476,625,1,164
476,873,625,137
476,132,164,137
476,625,132,164
476,132,27,137
476,873,27,137
476,625,473,132
476,132,27,1253
476,5470,27,1253
476,5470,873,27
476,5470,182,1253
476,5470,873,182
3958,3144,1267,1492
3958,625,1267,1492
3958,160,3144,1492
3958,625,160,1492
3958,625,160,3144
3958,625,473,1267
3958,625,473,3144
3958,473,1267,185
3958,3144,4915,1267
3958,473,1899,185
3958,473,3144,1899
3958,389,1267,185
3958,389,4915,185
3958,389,4915,1267
3958,4915,5459,185
3958,3144,4915,5459
3958,5459,1899,185
3958,3144,5459,1899
5107,5480,1938,5292
5107,5480,533,5292
5107,3151,533,5292
5107,5480,551,533
5107,3151,551,533
5107,5480,551,5499
5107,3151,551,5499
570,3151,485,146
570,5969,146,80
570,76,5969,146
570,76,485,146
570,146,5499,80
570,5107,5499,80
570,3151,146,5499
570,5107,3151,5499
570,3151,76,485
570,5107,76,5969
570,5107,3151,76
1927,873,182,5
1927,873,160,5
1927,698,182,5
1927,160,698,5
1927,135,5846,4923
1927,135,182,5846
1927,4646,5846,4923
1927,160,4646,4923
1927,160,4646,5846
115,4649,275,191
877,735,1477,1124
877,735,1477,5150
877,4311,735,5150
877,1563,5618,1477
877,83,1477,5150
877,83,4311,5150
271,4323,3124,26
271,1318,26,25
271,1318,3171,25
271,1351,3171,25
271,1044,1318,26
271,1044,3124,26
271,961,1044,1318
271,961,1044,3124
271,1851,1318,3171
271,3961,1851,3171
271,3961,1851,1318
5651,552,198,2722
5651,198,1257,2722
5651,2962,1257,2722
126,1572,4625,1906
126,5850,1572,1906
126,5850,4625,318
126,5850,1572,4625
126,5850,552,318
126,4322,318,2722
126,552,318,2722
676,275,506,3
676,506,3,2
676,506,951,2
676,275,5980,3
676,3,2,1124
676,951,2,1124
676,5980,3,1124
676,275,5980,1124
754,919,4876,5887
754,919,3962,5887
754,2792,551,40
754,919,551,40
754,3962,2792,551
754,3962,551,5499
754,919,551,5499
754,919,3962,5499
5493,5135,441,362
5493,3127,3413,441
5493,986,3127,5613
3455,3413,44,362
3455,3127,3413,362
3455,3154,3413,44
3455,3578,5135,362
3455,5493,5135,362
3455,3578,5613,5135
3455,3127,441,362
3455,5493,441,362
3455,5493,3127,441
3455,5493,5613,5135
3455,5493,3127,5613
5601,5111,5848,593
5601,5978,5111,593
5601,1259,5978,5111
330,5758,491,3576
330,1575,491,3576
330,1575,3576,127
330,3576,127,21
330,5758,127,21
330,5758,3576,21
330,1575,1567,127
209,119,250,19
209,119,5859,19
209,250,84,19
209,5111,250,84
209,5859,18,19
209,119,250,1001
209,84,18,19
209,5111,84,18
209,5859,5895,18
209,5111,250,1001
209,550,3943,4884
209,5978,5895,18
209,5978,5111,18
209,3943,5859,5895
209,5111,5848,1001
209,550,5848,1001
209,550,5111,5848
209,550,3943,5895
209,550,5978,5895
209,5978,5111,593
209,550,5111,593
209,550,5978,593
2708,354,468,1005
2708,354,5978,468
2708,5601,354,5978
2708,1263,3128,468
1237,4898,381,1005
1237,354,381,5735
1237,354,381,1005
719,515,2695,2301
719,2695,2301,154
719,515,2695,948
719,943,696,2688
719,515,696,2688
719,2301,2688,560
719,515,2688,560
719,515,2301,560
719,515,46,948
719,2727,154,943
719,46,943,696
719,515,46,696
4328,2688,3143,560
4328,515,2688,560
4328,2695,3143,560
4328,515,2695,560
4328,1281,766,3163
2707,1259,746,5735
2707,5982,746,5735
2707,354,1255,5735
2707,1259,354,5735
2707,5345,1255,5735
2707,5345,5982,5735
2707,5345,5982,1255
2707,354,5978,1255
2707,1259,5978,1255
2707,1259,354,5978
